Unnamed: 0,id,Time (s),X (m/s^2)_acc,Y (m/s^2)_acc,Z (m/s^2)_acc,X (m/s^2)_lin_acc,Y (m/s^2)_lin_acc,Z (m/s^2)_lin_acc,genre
,5,11.02421048,,,,,,,Dance
,5,11.04416923,,,,,,,Dance
,5,11.06413949,,,,,,,Dance
,5,11.08408678,,,,,,,Dance
,5,11.10403449,,,,,,,Dance
,5,11.12398303,,,,,,,Dance
,5,11.14393282,,,,,,,Dance
,5,11.16388418,,,,,,,Dance
,5,11.1838373,,,,,,,Dance
,5,11.2037923,,,,,,,Dance
,5,11.22374928,,,,,,,Dance
,5,11.24370824,,,,,,,Dance
,5,11.26366907,,,,,,,Dance
,5,11.28363168,,,,,,,Dance
,5,11.30359574,,,,,,,Dance
,5,11.32358131,,,,,,,Dance
,5,11.34355064,,,,,,,Dance
,5,11.36350939,,,,,,,Dance
,5,11.38346814,,,,,,,Dance
,5,11.40342689,,,,,,,Dance
,5,11.42338564,,,,,,,Dance
,5,11.44334439,,,,,,,Dance
,5,11.46330314,,,,,,,Dance
,5,11.48326189,,,,,,,Dance
,5,11.50322064,,,,,,,Dance
,5,11.52317939,,,,,,,Dance
,5,11.54313814,,,,,,,Dance
,5,11.56311267,,,,,,,Dance
,5,11.58305558,,,,,,,Dance
,5,11.60299912,,,,,,,Dance
,5,11.62294381,,,,,,,Dance
,5,11.64289017,,,,,,,Dance
,5,11.6628386,,,,,,,Dance
,5,11.68278944,,,,,,,Dance
,5,11.70274298,,,,,,,Dance
,5,11.72269933,,,,,,,Dance
,5,11.7426584,,,,,,,Dance
,5,11.76262006,,,,,,,Dance
,5,11.78258413,,,,,,,Dance
,5,11.80255027,,,,,,,Dance
,5,11.82254527,,,,,,,Dance
,5,11.84251939,,,,,,,Dance
,5,11.86247814,,,,,,,Dance
,5,11.88243689,,,,,,,Dance
,5,11.90239564,,,,,,,Dance
,5,11.92235439,,,,,,,Dance
,5,11.94231314,,,,,,,Dance
,5,11.96227189,,,,,,,Dance
,5,11.98223064,,,,,,,Dance
,5,12.00218939,,,,,,,Dance
,5,12.02214814,,,,,,,Dance
,5,12.04210689,,,,,,,Dance
,5,12.06208412,,,,,,,Dance
,5,12.08202433,,,,,,,Dance
,5,12.10196527,,,,,,,Dance
,5,12.12190756,,,,,,,Dance
,5,12.14185183,,,,,,,Dance
,5,12.1617986,,,,,,,Dance
,5,12.18174819,,,,,,,Dance
,5,12.2017009,,,,,,,Dance
,5,12.22165683,,,,,,,Dance
,5,12.241616,,,,,,,Dance
,5,12.26157819,,,,,,,Dance
,5,12.28154319,,,,,,,Dance
,5,12.30151058,,,,,,,Dance
,5,12.32147996,,,,,,,Dance
,5,12.34145079,,,,,,,Dance
,5,12.36142256,,,,,,,Dance
,5,12.38139475,,,,,,,Dance
,5,12.40136423,,,,,,,Dance
,5,12.42132298,,,,,,,Dance
,5,12.44128173,,,,,,,Dance
,5,12.46124048,,,,,,,Dance
,5,12.48119923,,,,,,,Dance
,5,12.50115798,,,,,,,Dance
,5,12.52111673,,,,,,,Dance
,5,12.54107538,,,,,,,Dance
,5,12.56103402,,,,,,,Dance
,5,12.58099267,,,,,,,Dance
,5,12.60095131,,,,,,,Dance
,5,12.62090996,,,,,,,Dance
,5,12.6408686,,,,,,,Dance
,5,12.66082725,,,,,,,Dance
,5,12.6807859,,,,,,,Dance
,5,12.70074454,,,,,,,Dance
,5,12.72070319,,,,,,,Dance
,5,12.74066183,,,,,,,Dance
,5,12.76062048,,,,,,,Dance
,5,12.78057913,,,,,,,Dance
,5,12.80059735,,,,,,,Dance
,5,12.82049767,,,,,,,Dance
,5,12.84040027,,,,,,,Dance
,5,12.86030735,,,,,,,Dance
,5,12.88022079,,,,,,,Dance
,5,12.90014215,,,,,,,Dance
,5,12.92007256,,,,,,,Dance
,5,12.94001277,,,,,,,Dance
,5,12.95996319,,,,,,,Dance
,5,12.97992371,,,,,,,Dance
,5,12.99989381,,,,,,,Dance
,5,13.01987267,,,,,,,Dance
,5,13.03985913,,,,,,,Dance
,5,13.05985288,,,,,,,Dance
,5,13.07985116,,,,,,,Dance
,5,13.0998522,,,,,,,Dance
,5,13.11985423,,,,,,,Dance
,5,13.139836,,,,,,,Dance
,5,13.1597961,,,,,,,Dance
,5,13.17975485,,,,,,,Dance
,5,13.19971355,,,,,,,Dance
,5,13.2196722,,,,,,,Dance
,5,13.23963084,,,,,,,Dance
,5,13.25958949,,,,,,,Dance
,5,13.27954814,,,,,,,Dance
,5,13.29950949,,,,,,,Dance
,5,13.31946584,,,,,,,Dance
,5,13.3394222,,,,,,,Dance
,5,13.35937866,,,,,,,Dance
,5,13.37933532,,,,,,,Dance
,5,13.3992923,,,,,,,Dance
,5,13.41924959,,,,,,,Dance
,5,13.4392073,,,,,,,Dance
,5,13.45916543,,,,,,,Dance
,5,13.47912397,,,,,,,Dance
,5,13.49908293,,,,,,,Dance
,5,13.5190423,,,,,,,Dance
,5,13.53900199,,,,,,,Dance
,5,13.55896538,,,,,,,Dance
,5,13.57892782,,,,,,,Dance
,5,13.59888793,,,,,,,Dance
,5,13.61884668,,,,,,,Dance
,5,13.63880538,,,,,,,Dance
,5,13.65876402,,,,,,,Dance
,5,13.67872267,,,,,,,Dance
,5,13.69868131,,,,,,,Dance
,5,13.71863996,,,,,,,Dance
,5,13.7385986,,,,,,,Dance
,5,13.75855725,,,,,,,Dance
,5,13.7785159,,,,,,,Dance
,5,13.7984772,,,,,,,Dance
,5,13.81843376,,,,,,,Dance
,5,13.83839032,,,,,,,Dance
,5,13.85834699,,,,,,,Dance
,5,13.87830387,,,,,,,Dance
,5,13.89826105,,,,,,,Dance
,5,13.91821855,,,,,,,Dance
,5,13.93817636,,,,,,,Dance
,5,13.95813459,,,,,,,Dance
,5,13.97809324,,,,,,,Dance
,5,13.9980522,,,,,,,Dance
,5,14.01801147,,,,,,,Dance
,5,14.03797105,,,,,,,Dance
,5,14.05793782,,,,,,,Dance
,5,14.07789699,,,,,,,Dance
,5,14.09785569,,,,,,,Dance
,5,14.11781433,,,,,,,Dance
,5,14.13777298,,,,,,,Dance
,5,14.15773162,,,,,,,Dance
,5,14.17769027,,,,,,,Dance
