"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.140159149E2,5.238802373E1,4.953571530E0,2.509862179E0,3.670000076E0,3.440000153E1,3.790092468E0,2.500000000E0
2.150130394E2,5.238805142E1,4.953604580E0,3.346285644E0,3.619999886E0,3.879999924E1,3.790092468E0,2.500000000E0
2.160091337E2,5.238807708E1,4.953641050E0,3.240508505E0,3.690000057E0,4.370000076E1,3.790092468E0,2.500000000E0
2.170113955E2,5.238810011E1,4.953677480E0,3.561363338E0,3.519999981E0,4.129999924E1,3.790092468E0,2.500000000E0
2.180137713E2,5.238812493E1,4.953709220E0,4.279007538E0,3.589999914E0,3.679999924E1,3.790092468E0,2.500000000E0
2.190085915E2,5.238815100E1,4.953737030E0,4.521736676E0,3.559999943E0,3.279999924E1,3.790092468E0,2.500000000E0
2.200167598E2,5.238817561E1,4.953769670E0,5.305115965E0,3.549999952E0,3.979999924E1,3.790092468E0,2.500000000E0
2.210135388E2,5.238819974E1,4.953799730E0,5.446891503E0,3.509999990E0,3.390000153E1,3.790092468E0,2.500000000E0
2.220087578E2,5.238822079E1,4.953825980E0,3.249243928E0,3.289999962E0,3.609999847E1,3.790092468E0,2.500000000E0
2.230133203E2,5.238824404E1,4.953854290E0,3.795863384E0,3.400000095E0,3.609999847E1,3.790092468E0,2.559811831E0
2.240105094E2,5.238826569E1,4.953882270E0,3.588635154E0,3.220000029E0,3.229999924E1,3.790092468E0,2.696251631E0
2.250141744E2,5.238829085E1,4.953897370E0,3.714290155E0,3.460000038E0,1.230000019E1,3.790092468E0,2.769372940E0
2.260130312E2,5.238832056E1,4.953902760E0,4.450602713E0,3.400000095E0,6.900000095E0,3.790092468E0,2.966445208E0
2.270120169E2,5.238834827E1,4.953897490E0,6.128190385E0,3.079999924E0,3.542000122E2,3.790092468E0,2.889492750E0
2.280092091E2,5.238837212E1,4.953885600E0,5.225995747E0,2.940000057E0,3.462999878E2,3.790092468E0,2.900067329E0
2.290140783E2,5.238839543E1,4.953874350E0,4.633615166E0,2.950000048E0,3.515000000E2,3.790092468E0,2.997819424E0
2.300090063E2,5.238842066E1,4.953861630E0,2.358924452E0,3.019999981E0,3.446000061E2,3.790092468E0,3.070527792E0
2.310163031E2,5.238844473E1,4.953844380E0,3.085755321E0,2.890000105E0,3.403999939E2,3.790092468E0,3.123684168E0
2.320132398E2,5.238846807E1,4.953823870E0,3.101035398E0,2.900000095E0,3.342999878E2,3.790092468E0,3.042355061E0
2.330089983E2,5.238849103E1,4.953803860E0,2.660809853E0,2.890000105E0,3.370000000E2,3.790092468E0,2.973606348E0
2.340092352E2,5.238851354E1,4.953790000E0,2.647161961E0,2.849999905E0,3.452000122E2,3.790092468E0,3.052402258E0
2.350203071E2,5.238853663E1,4.953770240E0,2.797696025E0,2.920000076E0,3.332999878E2,3.790092468E0,3.101408482E0
2.360111376E2,5.238856062E1,4.953750950E0,3.267811722E0,2.940000057E0,3.392999878E2,3.790092468E0,2.933117390E0
2.370090638E2,5.238858474E1,4.953734270E0,2.368178151E0,2.910000086E0,3.426000061E2,3.790092468E0,2.812521458E0
2.380139677E2,5.238860983E1,4.953715470E0,2.940407517E0,2.960000038E0,3.378999939E2,3.790092468E0,2.720672607E0
2.390120414E2,5.238863515E1,4.953694190E0,2.956178245E0,2.930000067E0,3.343999939E2,3.790092468E0,2.700310469E0
2.400132849E2,5.238866022E1,4.953673970E0,2.802149430E0,2.950000048E0,3.388999939E2,3.790092468E0,2.710499525E0
2.410142502E2,5.238868648E1,4.953660120E0,2.882378956E0,3.009999990E0,3.481000061E2,3.790092468E0,2.722667456E0
2.420111991E2,5.238871523E1,4.953642790E0,3.040429822E0,3.150000095E0,3.383999939E2,3.790092468E0,2.579191208E0
2.430146287E2,5.238874197E1,4.953621140E0,2.859913294E0,3.059999943E0,3.345000000E2,3.790092468E0,2.500000000E0
2.440170233E2,5.238876694E1,4.953599860E0,2.716442800E0,3.029999971E0,3.380000000E2,3.790092468E0,2.500000000E0
2.450079626E2,5.238879407E1,4.953580190E0,2.011147708E0,3.099999905E0,3.392999878E2,3.790092468E0,2.500000000E0
2.460152182E2,5.238882240E1,4.953560030E0,2.334845739E0,3.079999924E0,3.400000000E2,3.790092468E0,2.500000000E0
2.470173898E2,5.238885195E1,4.953538940E0,1.753637738E0,3.140000105E0,3.430000000E2,3.790092468E0,2.500000000E0
2.480151400E2,5.238888069E1,4.953519480E0,1.504521819E0,3.130000114E0,3.396000061E2,3.790092468E0,2.500000000E0
2.490114638E2,5.238890996E1,4.953500290E0,2.392613844E0,3.099999905E0,3.437999878E2,3.790092468E0,2.621050835E0
2.500083817E2,5.238893786E1,4.953484230E0,2.473195125E-1,3.059999943E0,3.457999878E2,3.790092468E0,2.586212635E0
2.510144096E2,5.238896461E1,4.953475090E0,8.957640748E-2,3.069999933E0,3.532999878E2,3.790092468E0,2.716499329E0
2.520131513E2,5.238899304E1,4.953465680E0,-4.127689542E-1,3.160000086E0,3.495000000E2,3.790092468E0,2.822806358E0
2.530079610E2,5.238902341E1,4.953452610E0,-5.918104649E-1,3.250000000E0,3.471000061E2,3.790092468E0,2.949003696E0
2.540110218E2,5.238905409E1,4.953436460E0,-4.136145614E-1,3.230000019E0,3.472999878E2,3.790092468E0,2.994420528E0
2.550127162E2,5.238908377E1,4.953421140E0,-9.194405945E-1,3.230000019E0,3.491000061E2,3.790092468E0,3.036029100E0
2.560071296E2,5.238911324E1,4.953404880E0,-4.363758737E-1,3.299999952E0,3.491000061E2,3.790092468E0,2.965189457E0
2.570128604E2,5.238914237E1,4.953393010E0,-6.293344670E-1,3.279999971E0,3.547000122E2,3.790092468E0,2.873751163E0
2.580085459E2,5.238917137E1,4.953385870E0,-3.949833573E-1,3.259999990E0,3.573999939E2,3.790092468E0,2.788070202E0
2.590082391E2,5.238920032E1,4.953381610E0,-4.379133536E-1,3.269999981E0,3.577999878E2,3.790092468E0,2.611753702E0
2.600120593E2,5.238922900E1,4.953387360E0,-5.186796915E-1,3.369999886E0,1.319999981E1,3.790092468E0,2.508331060E0
2.610101649E2,5.238925285E1,4.953407190E0,-1.353778191E0,3.130000114E0,2.729999924E1,3.790092468E0,2.500000000E0
2.620125141E2,5.238927528E1,4.953433620E0,-1.274263047E0,3.269999981E0,3.559999847E1,3.790092468E0,2.500000000E0
2.630128660E2,5.238929341E1,4.953472480E0,-9.680011703E-1,3.410000086E0,5.420000076E1,3.790092468E0,2.500000000E0
2.640088325E2,5.238930641E1,4.953516410E0,-1.042969229E0,3.240000010E0,6.159999847E1,3.790092468E0,2.500000000E0
2.650087350E2,5.238932031E1,4.953557480E0,-4.939752719E-1,3.230000019E0,5.809999847E1,3.790092468E0,2.500000000E0
2.660129271E2,5.238933736E1,4.953594850E0,1.018033709E0,3.220000029E0,5.190000153E1,3.790092468E0,2.500000000E0
2.670122596E2,5.238935542E1,4.953632560E0,5.651395431E-1,3.319999933E0,5.420000076E1,3.790092468E0,2.500000000E0
2.680086585E2,5.238936998E1,4.953671760E0,3.862891119E-1,3.190000057E0,5.700000000E1,3.790092468E0,2.500000000E0
2.690121543E2,5.238937975E1,4.953714980E0,1.026709105E0,3.230000019E0,6.790000153E1,3.790092468E0,2.500000000E0
2.700082591E2,5.238939201E1,4.953756210E0,1.902360977E0,3.200000048E0,5.850000000E1,3.790092468E0,2.500000000E0
2.710139779E2,5.238940611E1,4.953794000E0,2.573362584E0,3.130000114E0,6.190000153E1,3.790092468E0,2.500000000E0
2.720087247E2,5.238942284E1,4.953828490E0,2.760174118E0,3.099999905E0,5.079999924E1,3.790092468E0,2.500000000E0
2.730139922E2,5.238944731E1,4.953848140E0,3.618435774E0,2.980000019E0,2.370000076E1,3.790092468E0,2.500000000E0
2.740145893E2,5.238947661E1,4.953847620E0,4.324409829E0,3.160000086E0,3.545000000E2,3.790092468E0,2.500000000E0
2.750116829E2,5.238950640E1,4.953831290E0,4.117411489E0,3.200000048E0,3.432000122E2,3.790092468E0,2.500000000E0
2.760139047E2,5.238953404E1,4.953816350E0,4.128428476E0,3.150000095E0,3.465000000E2,3.790092468E0,2.500000000E0
2.770098304E2,5.238956207E1,4.953799360E0,3.717447751E0,3.170000076E0,3.406000061E2,3.790092468E0,2.500000000E0
2.780096160E2,5.238958865E1,4.953780190E0,3.423407048E0,3.259999990E0,3.405000000E2,3.790092468E0,2.500000000E0
2.790119135E2,5.238961641E1,4.953764590E0,3.793737785E0,3.190000057E0,3.447999878E2,3.790092468E0,2.500000000E0
2.800066551E2,5.238964342E1,4.953752740E0,3.901435364E0,3.210000038E0,3.457999878E2,3.790092468E0,2.500000000E0
2.810096366E2,5.238967187E1,4.953740870E0,4.387247776E0,3.349999905E0,3.445000000E2,3.790092468E0,2.500000000E0
2.820123579E2,5.238969890E1,4.953729770E0,4.143566426E0,3.130000114E0,3.463999939E2,3.790092468E0,2.500000000E0
2.830131779E2,5.238972534E1,4.953718070E0,3.328411717E0,3.180000067E0,3.423999939E2,3.790092468E0,2.500000000E0
2.840081533E2,5.238975175E1,4.953705450E0,3.591320394E0,3.180000067E0,3.432000122E2,3.790092468E0,2.500000000E0
2.850124842E2,5.238977899E1,4.953694660E0,3.272566282E0,3.230000019E0,3.461000061E2,3.790092468E0,2.500000000E0
2.860113973E2,5.238980767E1,4.953689210E0,3.450948684E0,3.250000000E0,3.565000000E2,3.790092468E0,2.500000000E0
2.870112407E2,5.238983534E1,4.953678990E0,3.328240439E0,3.299999952E0,3.420000000E2,3.790092468E0,2.500000000E0
2.880129075E2,5.238986295E1,4.953668120E0,3.287257803E0,3.240000010E0,3.506000061E2,3.790092468E0,2.500000000E0
2.890078745E2,5.238989047E1,4.953658110E0,3.344542141E0,3.200000048E0,3.457999878E2,3.790092468E0,2.500000000E0
2.900115661E2,5.238991642E1,4.953640930E0,3.207117911E0,3.099999905E0,3.347999878E2,3.790092468E0,2.500000000E0
2.910079536E2,5.238994203E1,4.953622920E0,2.987844568E0,3.130000114E0,3.382999878E2,3.790092468E0,2.500000000E0
2.920102543E2,5.238996808E1,4.953610030E0,3.452290659E0,3.150000095E0,3.445000000E2,3.790092468E0,2.500000000E0
2.930138300E2,5.238999440E1,4.953601560E0,3.771537077E0,3.119999886E0,3.490000000E2,3.790092468E0,2.500000000E0
2.940118168E2,5.239001904E1,4.953588700E0,3.751484107E0,3.150000095E0,3.383999939E2,3.790092468E0,2.500000000E0
2.950094310E2,5.239004371E1,4.953571860E0,3.929060692E0,3.180000067E0,3.396000061E2,3.790092468E0,2.500000000E0
2.960105914E2,5.239006771E1,4.953554260E0,3.611396622E0,3.049999952E0,3.372000122E2,3.790092468E0,2.500000000E0
2.970090800E2,5.239008931E1,4.953532100E0,3.011072662E0,3.150000095E0,3.288999939E2,3.790092468E0,2.500000000E0
2.980128297E2,5.239011283E1,4.953513890E0,3.546923177E0,3.089999914E0,3.410000000E2,3.790092468E0,2.500000000E0
2.990090696E2,5.239013709E1,4.953496000E0,3.949291045E0,3.160000086E0,3.340000000E2,3.790092468E0,2.500000000E0
