"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.262306417E0,-5.975473404E0,6.557051659E0,1.950183678E1
2.282277302E0,4.692201614E0,3.848511696E0,1.054701042E1
2.302236052E0,7.223668098E0,2.244369507E0,1.364016533E0
2.322194802E0,8.925269127E0,-1.287264824E-1,-1.553709030E0
2.342153500E0,1.406178761E1,-2.632187843E0,-1.627929449E0
2.362112146E0,1.777341843E1,-4.402125359E0,-8.351267576E-1
2.382070792E0,1.585062790E1,-4.235570431E0,6.131198406E-1
2.402029438E0,1.352780533E1,-2.941758633E0,8.207888603E-1
2.421988084E0,1.162265968E1,-1.852696419E0,8.560729027E-1
2.441946729E0,1.040206432E1,-1.830407619E0,6.083903313E-1
2.461905375E0,9.748926163E0,-2.092873573E0,7.520334721E-1
2.481864021E0,9.751832008E0,-1.618252277E0,1.642968893E0
2.501822667E0,7.509395599E0,6.664595604E-1,4.121036053E0
2.521781313E0,-4.396192074E0,7.215646267E0,1.209604263E1
2.541739959E0,-9.832641602E0,1.254121494E1,1.899300003E1
2.561718396E0,-1.943581772E1,1.229260826E1,2.095149994E1
2.581658292E0,-2.718364334E1,9.838375092E0,1.546298409E1
2.601598917E0,-1.828300667E1,4.239938736E0,5.065097809E0
2.621540896E0,-6.152924061E0,-9.941873550E-1,-1.061071634E0
2.641484854E0,4.433641434E-1,-4.624022484E0,-3.276922703E-1
2.661431313E0,2.483262539E0,-6.151536465E0,-8.806920052E-1
2.681380688E0,5.477004051E0,-6.881436348E0,-4.468547821E0
2.701333188E0,4.887974739E0,-8.495598793E0,-6.484647274E0
2.721289021E0,-7.098488808E-1,-9.335622787E0,-4.607060432E0
2.741248188E0,-2.342702866E0,-9.642393112E0,-4.212516785E0
2.761210479E0,6.149282455E-1,-9.496469498E0,-7.765534401E0
2.781175688E0,5.457535267E0,-9.279510498E0,-1.191031551E1
2.801143396E0,8.806306839E0,-1.001774502E1,-1.346040916E1
2.821145844E0,9.392827034E0,-1.108298683E1,-1.267005634E1
2.841121938E0,6.776997566E0,-1.178682137E1,-1.027922440E1
2.861080688E0,1.135684013E0,-1.196064758E1,-6.904649734E0
2.881039438E0,-3.532718182E0,-1.132735634E1,-2.454382420E0
2.900998188E0,-3.927112579E0,-6.253206253E0,2.102951765E0
