,height_mean,height_std,height_median,velocity_mean,velocity_std,velocity_median,genre
0,-0.06738372687900002,0.33619330187571933,-0.095412962135,2.7077910303928574,0.5368230350337272,2.9059637785,Rock
1,0.03596197526633334,0.4263513176920228,-0.051670795305,3.0874904146000004,0.2766242372477041,3.1526362175,Rock
2,0.1891123979653,0.33068656100474775,0.1704468401,3.1070017940999994,0.16755947891663253,3.109788934,Rock
3,0.3059478984353333,0.40801203396778013,0.40985050565000003,2.9065346673333337,0.16107633947924127,2.9191196315,Rock
4,0.08095186386666668,0.5021574052420457,0.03200241271,2.8610759033333335,0.2097665144738646,2.929591092,Rock
5,0.4853890340819001,0.9979844865242042,0.20593416315000002,2.941944202533333,0.14828044920975197,2.962112807,Rock
6,0.06931651523666665,0.40297579959340124,-0.048806818665,2.9242411312,0.17323872758275013,2.942896276,Rock
7,0.15606605351783337,0.24401605328424444,0.16762913205,3.1026604712000005,0.2276426487747511,3.146908466,Rock
8,0.03178404438983334,0.3346177075316168,0.0352878640425,2.8627177882333332,0.2896559462703078,2.9353606374999996,Rock
9,0.24082625970504334,0.3882682773972805,0.2511417465,3.024215847333333,0.21463642727443735,3.0495910625000002,Rock
10,0.7347894619833333,0.6886942587135185,0.5546504961000001,2.6118679727500003,0.16931368751213938,2.6223518845,Dance
11,0.7532197103166666,0.18831003244358116,0.7916566189500001,2.6528227607666666,0.28961139967844296,2.751252413,Dance
12,0.529589192222,0.3254693086956513,0.5392371169,2.6287452935999993,0.3900860027552556,2.657280922,Dance
13,0.3704225763536667,0.29522597619823465,0.2877753233,2.7995910086333335,0.15179677074962022,2.7362294195,Dance
14,1.6313129333766672,0.6308538952556565,1.497353492,2.7647137505333332,0.1714921397174145,2.7294044714999997,Dance
15,1.7847424131333334,0.32800069225616135,1.816062651,2.720123422233334,0.14524624821828358,2.7108754775,Dance
16,0.9486784732986667,0.3924301878754562,0.9644605400999999,2.7442998282000004,0.16312004754534215,2.7173106125,Dance
17,1.2068275284733332,0.6053854505974268,1.2963010289999999,2.5908437449666675,0.11148382285204253,2.5819213785,Dance
18,1.6635529718866666,1.3739371953812693,1.1232177075,2.790724882733333,0.14493094782775975,2.7983571905,Dance
19,1.3066411828633337,0.48632913830785757,1.298447881,2.7696402199,0.21326278886824254,2.8134140260000002,Dance
20,-0.07671132185812164,0.31928220102304056,-0.0647452087516253,2.6858247763595133,0.5638317681650118,2.929518108692098,Jazz
21,0.03881993931556147,0.44637185525255824,0.03540728246534315,3.0658026137074845,0.30114701915908854,3.092972094629451,Jazz
22,0.18828002178525924,0.3316579326905503,0.11083437997644796,3.097770203172966,0.20120088846278286,3.087835741536805,Jazz
23,0.3107976121566013,0.43476717504840456,0.43227379789167525,2.882241306573247,0.1760551678616285,2.9250683677540295,Jazz
24,0.06037358419765682,0.4784539340141202,0.05924128970182395,2.871925041971509,0.22029958435254174,2.9442335558239883,Jazz
25,0.48085214669695914,1.0050060037889441,0.18147990298358635,2.964986735314332,0.1233432434718839,2.9609995220738132,Jazz
26,0.055945054418032894,0.412091356435214,-0.0190424972135502,2.94225440690768,0.2004579093758677,2.915835902809116,Jazz
27,0.17140377289565875,0.24074126601197054,0.16245611005198754,3.0969116464793216,0.2482077873126378,3.1283088115112365,Jazz
28,-0.0004180309071752088,0.34437162422663353,-0.0226455133642125,2.879181361661567,0.326885981167908,2.927692699130172,Jazz
29,0.2699014982656975,0.43647979917907176,0.28000474419535093,3.0372635595888613,0.26478824113784527,3.0867732891023456,Jazz
30,-0.06915245055451351,0.3358766767965388,-0.09925561282507456,2.707630454317241,0.5370766921086846,2.8989137214836536,Rock
31,0.038242964224677364,0.42992750884590497,-0.057547929109981855,3.086190914039046,0.27368129150384013,3.1569065385025485,Rock
32,0.2006554746316145,0.33686817588477513,0.18624891110354475,3.1027566016159867,0.16976090718076417,3.1088211724549373,Rock
33,0.3120850086541685,0.40417647825231334,0.4094369043095162,2.913937874969587,0.16293636247894985,2.9311860666195044,Rock
34,0.08656401242444704,0.5019035012897984,0.0295803200336174,2.860761681368933,0.20887505008651425,2.91107442426396,Rock
35,0.4776278425287462,1.008559949358119,0.1678942679352571,2.9390365724605947,0.1464418740935887,2.958422094932155,Rock
36,0.07108548746062834,0.39590394375574717,-0.00755982384630195,2.9281074980271526,0.17293366061595877,2.9405464613944474,Rock
37,0.16778370695760497,0.25017526326565626,0.15188533994209763,3.098435767695016,0.2302247506513918,3.1287546303118408,Rock
38,0.03091181054190979,0.3467409075768807,0.04762545525993395,2.867612131098398,0.2915680409938823,2.9232816209375216,Rock
39,0.2301778242965473,0.38242817937229845,0.2288325599921694,3.025413658913662,0.21202698671540973,3.0548202980783357,Rock
40,0.7216221762374533,0.7142861984924902,0.5070612195064144,2.611488157500409,0.1713384389020267,2.5940292742171613,Dance
41,0.7687821353541316,0.20295760932325338,0.8222104814999067,2.674919196985158,0.27502938488840084,2.7542406748463573,Dance
42,0.5260108311305836,0.32071451020915936,0.5581010228132571,2.6209560420693427,0.4018269596578024,2.649356014665237,Dance
43,0.3690968533422688,0.30057064804579137,0.2895715957347307,2.803269429865814,0.15113441623229265,2.7499529626168577,Dance
44,1.628219108813259,0.6411632063965904,1.52779850833446,2.7623348502891107,0.17044638534602344,2.7730668484818395,Dance
45,1.787242400036772,0.33642360323109366,1.8248385644958751,2.7168210418319005,0.15851604567018396,2.698890413374994,Dance
46,0.9398292314994043,0.38347779430368617,0.9007364022733706,2.7507471198057942,0.17032499484527022,2.745737023169667,Dance
47,1.1910326049497562,0.5918180503838961,1.2332674889539366,2.5850975243165095,0.12358079284278818,2.5675036095525803,Dance
48,1.669942359488051,1.3874283332513349,1.147094200431374,2.798232398997163,0.15184771518959286,2.818369761242832,Dance
