"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.131098274E2,5.239584723E1,4.960388510E0,8.381072329E0,3.269999981E0,3.508999939E2,4.083328724E0,4.277753353E0
2.141038811E2,5.239587813E1,4.960370370E0,8.612306954E0,3.240000010E0,3.397000122E2,4.161633968E0,4.473006248E0
2.151068611E2,5.239590842E1,4.960347100E0,8.159272573E0,3.210000038E0,3.357999878E2,4.169932842E0,4.474103451E0
2.161015477E2,5.239593728E1,4.960323100E0,6.031064827E0,3.180000067E0,3.348999939E2,4.083750248E0,4.448044777E0
2.171083354E2,5.239596799E1,4.960301810E0,5.045256323E0,3.289999962E0,3.450000000E2,4.152317047E0,4.513123512E0
2.181072373E2,5.239599511E1,4.960283100E0,3.282832880E0,3.000000000E0,3.403999939E2,4.099882126E0,4.401777744E0
2.191047292E2,5.239602175E1,4.960262960E0,2.786032916E0,3.019999981E0,3.417999878E2,1.016121006E1,4.359165192E0
2.201084510E2,5.239604942E1,4.960243840E0,1.947499178E0,3.069999933E0,3.446000061E2,1.012370968E1,4.182987690E0
2.211077568E2,5.239607742E1,4.960226860E0,1.927753782E0,3.140000105E0,3.497000122E2,1.011506271E1,4.101153851E0
2.221132606E2,5.239610674E1,4.960206340E0,1.593921284E0,3.170000076E0,3.417999878E2,1.012652683E1,4.187180519E0
2.231042380E2,5.239613307E1,4.960175580E0,1.787483319E0,3.160000086E0,3.273999939E2,1.008871937E1,4.035801411E0
2.241080414E2,5.239615964E1,4.960145180E0,2.627164071E0,3.140000105E0,3.337999878E2,1.009547138E1,4.285056114E0
2.251038237E2,5.239618581E1,4.960112250E0,4.049484374E0,3.170000076E0,3.237999878E2,1.011021233E1,4.399654388E0
2.261089074E2,5.239621229E1,4.960078130E0,4.429873270E0,3.130000114E0,3.240000000E2,1.009784698E1,4.372266293E0
2.271045000E2,5.239624012E1,4.960043090E0,4.030783573E0,3.200000048E0,3.270000000E2,1.001567841E1,4.267810822E0
2.281116954E2,5.239626710E1,4.960016530E0,2.903548208E0,3.069999933E0,3.392000122E2,9.997444153E0,4.165075779E0
2.291087743E2,5.239629113E1,4.959987480E0,2.394593313E0,3.069999933E0,3.236000061E2,1.000222969E1,4.093875885E0
2.301057002E2,5.239631507E1,4.959951000E0,3.194532870E0,3.130000114E0,3.208999939E2,1.007562923E1,4.345636845E0
2.311075830E2,5.239633973E1,4.959917360E0,3.301176775E0,3.140000105E0,3.282999878E2,1.009652710E1,4.369407177E0
2.321032351E2,5.239636220E1,4.959884670E0,3.257610592E0,3.119999886E0,3.206000061E2,4.063620567E0,4.468657017E0
2.331050079E2,5.239638498E1,4.959849920E0,3.476433784E0,3.119999886E0,3.266000061E2,4.006176472E0,4.380071163E0
2.341071594E2,5.239641204E1,4.959823280E0,5.209855223E0,3.099999905E0,3.371000061E2,3.957636595E0,4.368805408E0
2.351028393E2,5.239643914E1,4.959800750E0,5.656230782E0,3.140000105E0,3.382000122E2,3.966050625E0,4.433810711E0
2.361011585E2,5.239646682E1,4.959775430E0,6.053472236E0,3.279999971E0,3.337000122E2,3.983660221E0,4.457811832E0
2.371038003E2,5.239649493E1,4.959749380E0,6.317229989E0,3.279999971E0,3.362000122E2,3.955880880E0,4.383940220E0
2.381034023E2,5.239651970E1,4.959729030E0,5.319938950E0,3.039999962E0,3.392000122E2,3.918250799E0,4.309128761E0
2.391072726E2,5.239654551E1,4.959710140E0,5.328326518E0,3.200000048E0,3.393999939E2,3.925602198E0,4.344147205E0
2.401084596E2,5.239657163E1,4.959691340E0,5.468977763E0,3.200000048E0,3.397000122E2,3.889078379E0,4.296344280E0
2.411031229E2,5.239659938E1,4.959670340E0,5.529124674E0,3.240000010E0,3.371000061E2,3.868675709E0,4.220302582E0
2.421038865E2,5.239662484E1,4.959645840E0,4.590242835E0,3.200000048E0,3.307999878E2,3.839158297E0,4.141803741E0
2.431070919E2,5.239664988E1,4.959621880E0,4.574151241E0,3.190000057E0,3.343999939E2,3.790092468E0,3.937269688E0
2.441037628E2,5.239667513E1,4.959598830E0,4.107621024E0,3.190000057E0,3.317000122E2,3.790092468E0,3.634122372E0
2.451048076E2,5.239670083E1,4.959572380E0,3.833411238E0,3.299999952E0,3.285000000E2,3.790092468E0,3.565077782E0
2.461128594E2,5.239672805E1,4.959544440E0,4.255125599E0,3.230000019E0,3.312999878E2,3.790092468E0,3.754191399E0
2.471016513E2,5.239675472E1,4.959514170E0,4.006793866E0,3.279999971E0,3.241000061E2,3.790092468E0,3.897607327E0
2.481058707E2,5.239677801E1,4.959479060E0,4.086213273E0,3.299999952E0,3.166000061E2,3.846764803E0,3.996203661E0
2.491058020E2,5.239680237E1,4.959437280E0,3.830303154E0,3.329999924E0,3.161000061E2,3.823759079E0,3.995443583E0
2.501021659E2,5.239682429E1,4.959398510E0,4.077748251E0,3.230000019E0,3.127000122E2,3.942734003E0,4.253341198E0
2.511038213E2,5.239684545E1,4.959363010E0,4.692198571E0,3.039999962E0,3.187000122E2,3.880786180E0,4.112148285E0
2.521067822E2,5.239686818E1,4.959331340E0,5.266126026E0,3.250000000E0,3.225000000E2,3.974669933E0,4.267044067E0
2.531090665E2,5.239689341E1,4.959301550E0,5.575104532E0,3.319999933E0,3.245000000E2,3.928844213E0,4.123301506E0
2.541075487E2,5.239691800E1,4.959273590E0,5.625477238E0,3.259999990E0,3.261000061E2,3.922240257E0,4.105686665E0
2.551083752E2,5.239694039E1,4.959243210E0,3.823489434E0,3.269999981E0,3.187000122E2,3.823910713E0,3.872828722E0
2.561022766E2,5.239696336E1,4.959211830E0,3.422319743E0,3.279999971E0,3.226000061E2,3.790092468E0,3.695350885E0
2.571087554E2,5.239698632E1,4.959178930E0,4.302582254E0,3.230000019E0,3.225000000E2,3.790092468E0,3.172605991E0
2.581070955E2,5.239701104E1,4.959147050E0,4.670091523E0,3.309999943E0,3.262000122E2,3.790092468E0,3.160422325E0
2.591019466E2,5.239703653E1,4.959116450E0,5.080571389E0,3.319999933E0,3.251000061E2,3.790092468E0,3.189551830E0
2.601071626E2,5.239706186E1,4.959087560E0,4.867883080E0,3.230000019E0,3.263999939E2,3.790092468E0,3.170121670E0
2.611081536E2,5.239708816E1,4.959063170E0,4.364976619E0,3.289999962E0,3.337000122E2,3.790092468E0,3.196571827E0
2.621028044E2,5.239711516E1,4.959038140E0,5.536082012E0,3.210000038E0,3.317999878E2,3.790092468E0,3.178801060E0
2.631100725E2,5.239714140E1,4.959015130E0,5.590671389E0,3.180000067E0,3.360000000E2,3.790092468E0,3.374755859E0
2.641031766E2,5.239716147E1,4.959016480E0,3.991457627E0,2.140000105E0,1.700000000E1,3.790092468E0,3.472320795E0
2.651046660E2,5.239717745E1,4.959037790E0,3.396522173E0,2.440000057E0,3.909999847E1,3.790092468E0,3.703534365E0
2.661076175E2,5.239719334E1,4.959075300E0,2.772360228E0,3.269999981E0,5.650000000E1,3.911563635E0,3.966793299E0
2.671082131E2,5.239720866E1,4.959116860E0,3.013983531E0,3.029999971E0,5.700000000E1,4.026809216E0,4.203507423E0
2.681071137E2,5.239722379E1,4.959153080E0,3.208118088E0,2.970000029E0,5.359999847E1,4.070683002E0,4.465691090E0
2.691060522E2,5.239724116E1,4.959185550E0,3.043122786E0,2.980000019E0,4.740000153E1,3.998009920E0,4.544296741E0
2.701070348E2,5.239725896E1,4.959216840E0,2.454604457E0,2.970000029E0,4.559999847E1,4.009667397E0,4.523490429E0
2.711080523E2,5.239727416E1,4.959254030E0,2.305600033E0,3.059999943E0,5.840000153E1,3.894054174E0,4.491349697E0
2.721117702E2,5.239728617E1,4.959290490E0,2.020848448E0,2.910000086E0,5.850000000E1,3.790092468E0,4.391532421E0
2.731078083E2,5.239730236E1,4.959320940E0,2.925064149E0,2.990000010E0,4.150000000E1,3.790092468E0,4.185553551E0
2.741061070E2,5.239731869E1,4.959358530E0,2.693847216E0,3.180000067E0,5.909999847E1,3.790092468E0,3.874944687E0
2.751126986E2,5.239733067E1,4.959394730E0,2.201697975E0,2.910000086E0,5.559999847E1,3.790092468E0,3.346951485E0
2.761075502E2,5.239734356E1,4.959435470E0,2.939105910E0,3.009999990E0,5.850000000E1,3.790092468E0,3.150569439E0
2.771073860E2,5.239736110E1,4.959475600E0,4.423346291E0,3.059999943E0,4.500000000E1,3.790092468E0,3.245226860E0
2.781066674E2,5.239737974E1,4.959511130E0,4.795158790E0,3.009999990E0,4.829999924E1,3.790092468E0,3.431427956E0
2.791088717E2,5.239739675E1,4.959547440E0,5.274147157E0,3.039999962E0,5.150000000E1,3.790092468E0,3.337926626E0
2.801101424E2,5.239741053E1,4.959585710E0,4.423786363E0,2.980000019E0,5.059999847E1,3.790092468E0,3.638139009E0
2.811062437E2,5.239742437E1,4.959622580E0,3.692260284E0,2.990000010E0,5.179999924E1,3.790092468E0,3.455255985E0
2.821062177E2,5.239743598E1,4.959660520E0,3.919777062E0,2.980000019E0,5.850000000E1,3.790092468E0,3.107118130E0
2.831060550E2,5.239744899E1,4.959697370E0,3.646562777E0,2.990000010E0,5.390000153E1,3.790092468E0,3.021609783E0
2.841088692E2,5.239746124E1,4.959733860E0,2.941157257E0,2.960000038E0,5.579999924E1,3.790092468E0,3.051156282E0
2.851090882E2,5.239747367E1,4.959770110E0,3.026889548E0,2.960000038E0,5.629999924E1,3.790092468E0,3.143021345E0
2.861047116E2,5.239748455E1,4.959807980E0,3.313731417E0,2.980000019E0,6.250000000E1,3.790092468E0,3.816162109E0
2.871084782E2,5.239749642E1,4.959845370E0,3.065967483E0,2.980000019E0,5.729999924E1,3.790092468E0,4.879140377E0
2.881030243E2,5.239751021E1,4.959880770E0,2.900053268E0,2.970000029E0,5.509999847E1,3.790092468E0,6.385776520E0
2.891059217E2,5.239752347E1,4.959916630E0,2.734321671E0,2.960000038E0,5.920000076E1,3.790092468E0,8.254053116E0
2.901084168E2,5.239753789E1,4.959951230E0,2.568590991E0,2.960000038E0,5.259999847E1,3.790092468E0,1.041790009E1
2.961131549E2,5.239756141E1,4.960032560E0,6.807936954E-1,3.539999962E0,7.500000000E1,1.299452877E1,8.788673401E0
2.971157766E2,5.239757233E1,4.960099960E0,9.613190480E-2,3.069999933E0,7.130000305E1,9.165140152E0,7.406290531E0
2.981089684E2,5.239758598E1,4.960162470E0,-2.179600064E-1,3.059999943E0,6.600000000E1,7.515112877E0,6.691061497E0
2.991057152E2,5.239759915E1,4.960232040E0,2.658641270E-1,3.160000086E0,6.250000000E1,5.993872643E0,5.378996372E0
